video_id,comment_id,video_title,channel_name,channel_id,author_name,author_channel_id,text,source_query,source_group,dataset_sources,author_handle,published_text,like_count_text,reply_count,is_pinned,viewer_rating,like_count_bruto,like_count_imputado,like_count,texto_original,n_emojis,texto_limpio,longitud_original,tokens_limpios,apto_para_texto,sentimiento,prob_pos,prob_neg,prob_neu,puntaje_sentimiento,confianza_sentimiento,tramo_likes
6W4u8sGEnGM,Ugwije36G_n35mshRfp4AaABAg,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@rosaoliva9389,UCheEJ5GZuIvV0fj-nXyVwXw,Gracias por concluir lo q otros empiezan y no terminan,Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,@rosaoliva9389,hace 2 días, ,0,False,,,True,0,Gracias por concluir lo q otros empiezan y no terminan,0,gracias concluir empezar terminar,54,4,True,NEU,0.28518274426460266,0.14882950484752655,0.565987765789032,0.1363532394170761,0.565987765789032,0
n8iP75gIpmw,UgwjKxflp7TiD0e7_494AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@victorarturoruanobautista7588,UCujPF2nBgsTD62nWE3lcpIg,Que se les quite todos los privilegios lo que pasa no les gusta,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@victorarturoruanobautista7588,hace 1 año, ,0,False,,,True,0,Que se les quite todos los privilegios lo que pasa no les gusta,0,quitar privilegio pasar gustar,63,4,True,NEG,0.014017992652952671,0.9009566903114319,0.0850253477692604,-0.8869386976584792,0.9009566903114319,0
n8iP75gIpmw,Ugwjtq_DUb6ISU-ppsh4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@byronpontaza,UChs3tU2BcKOT0CezykvAsGw,"Estoy seguro que si a los conductores los envían a hacer un trabajo a un departamento y les dan viáticos, buscan Buenos restaurantes para ir a comer y no se van al mercado",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@byronpontaza,hace 2 años,1,0,False,,1,False,1,"Estoy seguro que si a los conductores los envían a hacer un trabajo a un departamento y les dan viáticos, buscan Buenos restaurantes para ir a comer y no se van al mercado",0,seguro conductor envir trabajo departamento viático buscar restaurante comer mercado,171,10,True,POS,0.576367974281311,0.021481916308403015,0.40215015411376953,0.554886057972908,0.576367974281311,1–2
n8iP75gIpmw,UgwkiP4fW1xfpXbZcV14AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@BenjaminLarios-jd8nk,UCV0iizTBoOfdAFX_thfI9BA,Lo que este diputado ase por el paiz es robarle  al paiz   porque otro beneficio que tiene el paiz  con ellos nada,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@BenjaminLarios-jd8nk,hace 2 años, ,0,False,,,True,0,Lo que este diputado ase por el paiz es robarle  al paiz   porque otro beneficio que tiene el paiz  con ellos nada,0,diputado paiz robar paiz beneficio paiz,114,6,True,NEG,0.004651506431400776,0.963775098323822,0.03157336637377739,-0.9591235918924212,0.963775098323822,0
6W4u8sGEnGM,Ugwm9VajlW3ydbsf-BJ4AaABAg,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@robertoescobar5507,UCp29O_C7cchZV8IxV7Crdag,Excelente.,Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,@robertoescobar5507,hace 3 días, ,0,False,,,True,0,Excelente.,0,excelente,10,1,True,POS,0.8433811664581299,0.02871806174516678,0.12790076434612274,0.8146631047129631,0.8433811664581299,0
yLZS3JiEBg8,UgwmvtMMEFg5rWbrmtV4AaABAg,Arroz con pollo a la MONOPOLIO,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@11223344An,UCkxdJ_yGN2gghOMo2ybQtXQ,Y no olvidemos y quizá el más cruel. Las farmacéuticas con las medicinas,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@11223344An,hace 2 años,1,0,False,,1,False,1,Y no olvidemos y quizá el más cruel. Las farmacéuticas con las medicinas,0,olvidar cruel farmacéutico medicina,72,4,True,NEG,0.007102622650563717,0.910822331905365,0.08207502961158752,-0.9037197092548013,0.910822331905365,1–2
6W4u8sGEnGM,UgwnCwptihjhFCfQK_l4AaABAg,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@franciscoflores3120,UCjZgFEowMBrsjodqfovzdKw,Pero  sería bueno que  le cambien  nombre,Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,@franciscoflores3120,hace 4 días, ,0,False,,,True,0,Pero  sería bueno que  le cambien  nombre,0,cambiar nombre,41,2,True,NEU,0.12581291794776917,0.14077170193195343,0.7334153056144714,-0.014958783984184265,0.7334153056144714,0
n8iP75gIpmw,UgwopmNYOXxE5kyT7fF4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@hugoasencio7764,UC4wq3DcbfaG6dtCqn8Oyu3w,Ya viste Nery más de lo mismo.,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@hugoasencio7764,hace 2 años,1,0,False,,1,False,1,Ya viste Nery más de lo mismo.,0,viste nery,30,2,True,NEG,0.01627270132303238,0.8228859305381775,0.16084131598472595,-0.8066132292151451,0.8228859305381775,1–2
ndAZjHqzzT8,UgwovhZaCiV0r6XOH_R4AaABAg,Internet: escoger el menos malo,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@rwdm76,UCVC2QugcI1G4RvlCiUqd1aQ,excelente,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@rwdm76,hace 1 año, ,0,False,,,True,0,excelente,0,excelente,9,1,True,NEU,0.3187231123447418,0.2034144401550293,0.4778623580932617,0.11530867218971252,0.4778623580932617,0
yLZS3JiEBg8,UgwoyDvqZ6NlBCvXB7t4AaABAg,Arroz con pollo a la MONOPOLIO,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@herminiasaquimux7565,UCXVLc8CmAO813ubM-fLvCDw,"Ahora comprendí porque los cañeros y grupo cacif, estan contra la ley de competencia y siguen tratando de impedir su discusión en el legislativo.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@herminiasaquimux7565,hace 2 años,7,0,False,,7,False,7,"Ahora comprendí porque los cañeros y grupo cacif, estan contra la ley de competencia y siguen tratando de impedir su discusión en el legislativo.",0,comprendí cañero grupo cacif ley competencia seguir tratar impedir discusión legislativo,145,11,True,NEG,0.004483040887862444,0.96089106798172,0.03462589904665947,-0.9564080270938575,0.96089106798172,3–10
n8iP75gIpmw,Ugwp1SacIqA0qS_netd4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@TeresaLucero-b5o,UCwW2OFy95P7ZBkOPxWkpvYg,No se justifica nada... es su obligación trabajar...,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@TeresaLucero-b5o,hace 2 años,1,0,False,,1,False,1,No se justifica nada... es su obligación trabajar...,0,justificar obligacion trabajar,52,3,True,NEG,0.020201997831463814,0.7505591511726379,0.2292388677597046,-0.7303571533411741,0.7505591511726379,1–2
n8iP75gIpmw,UgwpY9PE_PBfwa2_g_N4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@marioajset4283,UC3XTwHxygNCgjndsg-UiCQA,"Repito como siempre, cuantas horas hombre de trabajo se pagan por el cansancio y fatiga del pueblo que hacen productivo al país y que generan renta gravada para los contribuyentes, solo para que estos infelices se den estos gustos.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@marioajset4283,hace 2 años,1,0,False,,1,False,1,"Repito como siempre, cuantas horas hombre de trabajo se pagan por el cansancio y fatiga del pueblo que hacen productivo al país y que generan renta gravada para los contribuyentes, solo para que estos infelices se den estos gustos.",0,repito hora hombre trabajo pagar cansancio fatiga pueblo productivo generar renta gravado contribuyente infeliz gusto,231,15,True,NEG,0.002695899223908782,0.9817752838134766,0.015528823249042034,-0.9790793845895678,0.9817752838134766,1–2
j43HgwYFKfk,Ugwqsca_nj4eGguiyTJ4AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@marlenareano-h4t,UCgQw_Sbq3ugruDUKsq1e0-A,"buen reportaje, tristeza da q la USAC este coptada por esos corruptos.",@quorumgt,topic,j43HgwYFKfk_out_comments.csv | quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@marlenareano-h4t,hace 6 meses, ,0,False,,,True,0,"buen reportaje, tristeza da q la USAC este coptada por esos corruptos.",0,reportaje tristeza usac coptado corrupto,70,5,True,NEG,0.005018673371523619,0.9800505042076111,0.014930793084204197,-0.9750318308360875,0.9800505042076111,0
n8iP75gIpmw,UgwrIvqGid-S983oU9J4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@raquelprado3643,UCL13XhnRzbGokEkCkEOb0-g,Por querer justificarse le sacaron a luz sus artadas a costillas del pobre pueblo de Guatemala,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@raquelprado3643,hace 2 años,1,0,False,,1,False,1,Por querer justificarse le sacaron a luz sus artadas a costillas del pobre pueblo de Guatemala,0,justificar sacar luz artada costilla pobre pueblo guatemala,94,8,True,NEG,0.013756590895354748,0.9381493926048279,0.04809395223855972,-0.9243928017094731,0.9381493926048279,1–2
n8iP75gIpmw,UgwsCWap2Jq1pNrLOWl4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@MacarioMartinezruiz,UCQtSFINs1h6GHkpg9o5kMvg,Lo felicito  periodista de alto valor por decirle la verdad al diputado Rodas,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@MacarioMartinezruiz,hace 2 años,12,0,False,,12,False,12,Lo felicito  periodista de alto valor por decirle la verdad al diputado Rodas,0,felicito periodista alto valor diputado roda,77,6,True,POS,0.9162347316741943,0.021509885787963867,0.06225544214248657,0.8947248458862305,0.9162347316741943,11–50
06mFNPU0aB8,UgwtcR5U0FAkeZsiVVt4AaABAg,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,UCVpSRoZgngfSL03Nlbjtq9A,@juliohernandez7438,UC2ngpd8UBQu4gcUYy0goAtg,Metanlos a la carcel y como se bisten de mujer que les echen chuso por maricones,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,@juliohernandez7438,hace 2 semanas, ,0,False,,,True,0,Metanlos a la carcel y como se bisten de mujer que les echen chuso por maricones,0,metan cárcel bistar mujer echar chuso maricón,80,7,True,NEG,0.02205837517976761,0.8489303588867188,0.12901131808757782,-0.8268719837069511,0.8489303588867188,0
PjmxCj-a9Hg,Ugwvm2HYh08HI1HkcXV4AaABAg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@Burgos68,UC7IMsCxfZyWN7YQo8-JYa6Q,"Muchísimas gracias Sr. y excelentísimo Presidente Constitucional de la República de Guatemala,  por trabajar enormemente por todos los ciudadanos y también por unir sus esfuerzos con el Gobierno de los Estados Unidos Mexicanos,  porque el Turismo va hacer el mejor puente para incrementar la economía de todas aquellas personas al rededor del mundo, que quieran conocer más de esta cultura Maya compartida y la cual nos hace sentirnos hermanos con ese gran país. MÉXICO Y GUATEMALA UNIDOS POR SIEMPRE 💕",@GobiernodeGuatemala,topic,PjmxCj-a9Hg_out_comments.csv | youtube_guatemala_plus_comments.csv,@Burgos68,hace 1 año (editado),1,0,False,,1,False,1,"Muchísimas gracias Sr. y excelentísimo Presidente Constitucional de la República de Guatemala,  por trabajar enormemente por todos los ciudadanos y también por unir sus esfuerzos con el Gobierno de los Estados Unidos Mexicanos,  porque el Turismo va hacer el mejor puente para incrementar la economía de todas aquellas personas al rededor del mundo, que quieran conocer más de esta cultura Maya compartida y la cual nos hace sentirnos hermanos con ese gran país. MÉXICO Y GUATEMALA UNIDOS POR SIEMPRE 💕",1,muchísimo gracias excelentísimo presidente constitucional república guatemala trabajar enormemente ciudadano unir esfuerzo gobierno unido mexicano turismo puente incrementar economía persona rededor mundo cultura maya compartido sentir hermano méxico guatemala unido,502,30,True,POS,0.9539861083030701,0.00700868247076869,0.03900514170527458,0.9469774258323014,0.9539861083030701,1–2
n8iP75gIpmw,UgwvvK1L0aLOhCMUzfN4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@GilmarMaldonado-q9m,UCzSfZlOVxBSs5ObD25ywxDQ,Y haci vienen corriéndo para que él pueblo voté por ustedes no piensan en él pueblo que está sufriendo por un sueldo minusioso partida de ladrones corruptos hijos de la fiscal nietos de giamatey hijastros de Miguel Martínez sinó gana en el congreso renuncien también aprueben la ley para sacar ala fiscal aganlo,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@GilmarMaldonado-q9m,hace 2 años, ,0,False,,,True,0,Y haci vienen corriéndo para que él pueblo voté por ustedes no piensan en él pueblo que está sufriendo por un sueldo minusioso partida de ladrones corruptos hijos de la fiscal nietos de giamatey hijastros de Miguel Martínez sinó gana en el congreso renuncien también aprueben la ley para sacar ala fiscal aganlo,0,haci venir corriéndo pueblo voté pensar pueblo sufrir sueldo minusioso partida ladrón corrupto hijo fiscal nieto giamatey hijastro miguel martínez sinar ganar congreso renuncien apruebir ley sacar ala fiscal aganlo,311,30,True,NEG,0.004704922903329134,0.9671024680137634,0.02819269336760044,-0.9623975451104343,0.9671024680137634,0
n8iP75gIpmw,UgwwH4OIcVCCN6SbBX14AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@kanterra4584,UCLFdHr9BEbXHkoJopbEPLZw,"Deberían ir a comer al mercado central les queda cerca, llegan a pie y contribuyen con la pequeña empresa.
Ir a donde van y pagar con dinero de los tributos es lujurioso e insulta al pueblo soberano.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@kanterra4584,hace 2 años,13,0,False,,13,False,13,"Deberían ir a comer al mercado central les queda cerca, llegan a pie y contribuyen con la pequeña empresa.
Ir a donde van y pagar con dinero de los tributos es lujurioso e insulta al pueblo soberano.",0,deber comer mercado central quedar cerca llegar pie contribuir pequeño empresa pagar dinero tributo lujurioso insulta pueblo soberano,199,18,True,NEG,0.00722145102918148,0.9619882702827454,0.030790213495492935,-0.9547668192535639,0.9619882702827454,11–50
n8iP75gIpmw,UgwwKfLmhHVU-Oxzqtl4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@vanigomez492,UCNkcuy42zEwddwEcOd_HpnA,"No justifico lo del diputado, pero quisiera ver una entrevista similar en la administración anterior, ahí no! Porq tambien a los d con criterio les salpicaba la corrupción",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@vanigomez492,hace 2 años,3,0,False,,3,False,3,"No justifico lo del diputado, pero quisiera ver una entrevista similar en la administración anterior, ahí no! Porq tambien a los d con criterio les salpicaba la corrupción",0,justifico diputado entrevista similar administración porq criterio salpicar corrupción,171,9,True,NEG,0.012368655763566494,0.8561898469924927,0.13144153356552124,-0.8438211912289262,0.8561898469924927,3–10
ndAZjHqzzT8,UgwwPrhCy2levkb6TRd4AaABAg,Internet: escoger el menos malo,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@ULJoshmg2011,UCJp3OrVYcBorC94sKwdch_A,"Otro detalle muy interesante es para la mayoría que usamos líneas prepago; hay muchos abusos por parte de las empresas, una de ellas por ejemplo te roba el saldo cuando haces una recarga sin haberte asignado ningún paquete; aluden a que sino te asignas un paquete el consumo del saldo corre si usas internet; una recarga de Q100 se consume en 5 min.  Esto no está regulado  la verdad en Guate; la otra compañía es más legal en esto; almenos no te permite navegar sino has asignado paquete. El monopolio nunca será nada bueno, en mi caso opté por quitar cable y servicios asociados tuve demasiados abusos, cobros anticipados,  costos  muy altos y final quedas indefenso. Solo opté por un prepago para Internet lo mínimo necesario, para poder ver YouTube. No consumimos nada más, dejamos de ver TV desde la pandemia, es mejor leer y escuchar la radio, no hay que darles gusto a estas empresas que abusan y roban.  Los que puedan tener internet satelital los felicito es mejor que la corrupcion de las dos empresas  actuales.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@ULJoshmg2011,hace 1 año, ,0,False,,,True,0,"Otro detalle muy interesante es para la mayoría que usamos líneas prepago; hay muchos abusos por parte de las empresas, una de ellas por ejemplo te roba el saldo cuando haces una recarga sin haberte asignado ningún paquete; aluden a que sino te asignas un paquete el consumo del saldo corre si usas internet; una recarga de Q100 se consume en 5 min.  Esto no está regulado  la verdad en Guate; la otra compañía es más legal en esto; almenos no te permite navegar sino has asignado paquete. El monopolio nunca será nada bueno, en mi caso opté por quitar cable y servicios asociados tuve demasiados abusos, cobros anticipados,  costos  muy altos y final quedas indefenso. Solo opté por un prepago para Internet lo mínimo necesario, para poder ver YouTube. No consumimos nada más, dejamos de ver TV desde la pandemia, es mejor leer y escuchar la radio, no hay que darles gusto a estas empresas que abusan y roban.  Los que puedan tener internet satelital los felicito es mejor que la corrupcion de las dos empresas  actuales.",0,detalle interesante mayoría línea prepago abuso empresa ejemplo robar saldo recarga haberte asignar paquete aludir asignar paquete consumo saldo correr internet recarga q100 consumir min regulado guate compañía legal almeno permitir navegar asignar paquetir monopolio caso optar quitar cable servicio asociado abuso cobro anticipado costo alto queda indefenso optar prepago internet mínimo necesario youtube consumir dejar pandemia leer escuchar radio gusto empresa abusar robar internet satelital felicito corrupción empresa actual,1022,70,True,NEG,0.0022853456903249025,0.9671952128410339,0.030519401654601097,-0.964909867150709,0.9671952128410339,0
is3Mk5oC19g,UgwxjmtBoAozs0ZUAcd4AaABAg,Capturan a ladrón que había quedado grabado mientras robaba en una parroquia de Retalhuleu,TN23 Guatemala,UCt5Dw7ePnn0AqPqRF8Xpjkw,@MarcosCarillo-b1r,UCdFlugHJJa4l3YqWuNRmvXw,Al que tienen que enjuiciar es al comparator por comparator obgwtos robados,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,@MarcosCarillo-b1r,hace 1 día, ,1,False,,,True,0,Al que tienen que enjuiciar es al comparator por comparator obgwtos robados,0,enjuiciar comparator comparator obgwto robado,75,5,True,NEG,0.014349768869578838,0.9079324007034302,0.07771782577037811,-0.8935826318338513,0.9079324007034302,0
is3Mk5oC19g,UgwxjmtBoAozs0ZUAcd4AaABAg.AaAbqoGVGipAaAjNG9oPRN,Capturan a ladrón que había quedado grabado mientras robaba en una parroquia de Retalhuleu,TN23 Guatemala,UCt5Dw7ePnn0AqPqRF8Xpjkw,@JoelReynoso-d4r,UCLh1Kde4_vI1sTZBkTNP7RQ,que?,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,@JoelReynoso-d4r,hace 1 día, ,0,False,,,True,0,que?,0,,4,0,False,NEU,0.1996537148952484,0.21427427232265472,0.5860720276832581,-0.014620557427406311,0.5860720276832581,0
n8iP75gIpmw,UgwypjUeZBU45DrrW0d4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@thelmamoran8565,UCThW2XNsAaBKme5PUt7n-Zg,Yo no entiendo por qué están ahorita con todas estas cosas por qué no lo hacían cuando estaban los corruptos Alvaro Arzú Alan Rodríguez. La señora está evangélica que acaba de salir no entiendo por qué no les decían eso a ellos porque tiene que ser hasta ahora es tonto,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@thelmamoran8565,hace 2 años, ,0,False,,,True,0,Yo no entiendo por qué están ahorita con todas estas cosas por qué no lo hacían cuando estaban los corruptos Alvaro Arzú Alan Rodríguez. La señora está evangélica que acaba de salir no entiendo por qué no les decían eso a ellos porque tiene que ser hasta ahora es tonto,0,entender ahoritar corrupto alvaro arzú alan rodríguez señora evangélico acabar salir entender tonto,269,13,True,NEG,0.003037131391465664,0.9675392508506775,0.029423590749502182,-0.9645021194592118,0.9675392508506775,0
n8iP75gIpmw,Ugwz_6qtdDTbTWEUQQ94AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@maxwellsales885,UC6YSZqL0vEcI-niPKIMUGfw,"Ni el mismo lo cree, estos son sinverguenzas y se pasan de pija, cómo se sentirá la familia tener a alguien mañoso, mafioso, sin vergüenza como marido y como padre, es triste",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@maxwellsales885,hace 2 años,2,0,False,,2,False,2,"Ni el mismo lo cree, estos son sinverguenzas y se pasan de pija, cómo se sentirá la familia tener a alguien mañoso, mafioso, sin vergüenza como marido y como padre, es triste",0,creer sinverguenza pasar pija sentir familia alguien mañoso mafioso vergüenza marido padre triste,174,13,True,NEG,0.0035041270311921835,0.9856871962547302,0.010808602906763554,-0.982183069223538,0.9856871962547302,1–2
n8iP75gIpmw,Ugx-G2kCu5aSwh3IR5l4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@LE_A22,UCNBnKqWf4d-rS4HwJRQljmQ,"Y CUANDO VAN HABLAR DE LOS GASTOS DEL PRESIDENTE? La carne la bomba de la piscina los salarios exagerados,los aumentos incluso el nepotismo? ó a él no? De él no se puede hablar? Los regañan?",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@LE_A22,hace 2 años,1,0,False,,1,False,1,"Y CUANDO VAN HABLAR DE LOS GASTOS DEL PRESIDENTE? La carne la bomba de la piscina los salarios exagerados,los aumentos incluso el nepotismo? ó a él no? De él no se puede hablar? Los regañan?",0,hablar gasto presidente carne bomba piscina salario exagerado aumento nepotismo hablar regañar,190,12,True,NEG,0.0028849600348621607,0.9523075819015503,0.04480748623609543,-0.9494226218666881,0.9523075819015503,1–2
06mFNPU0aB8,Ugx-cQ3Wf3whk_hssDR4AaABAg,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,UCVpSRoZgngfSL03Nlbjtq9A,@elsalvador3605,UCO0zwwLWGyDgQmWPJ5Qrr1w,Por qué siempre tapan la cara de los delincuentes,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,@elsalvador3605,hace 2 semanas,3,0,False,,3,False,3,Por qué siempre tapan la cara de los delincuentes,0,tapar cara delincuente,49,3,True,NEG,0.008109699003398418,0.9158504605293274,0.07603978365659714,-0.907740761525929,0.9158504605293274,3–10
j43HgwYFKfk,Ugx-hH6Ysw9sdv3kHPN4AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@Silviazea,UCwjUvRseNtJoItylIyIez7Q,¡Fuera esa basura de mazariegos!,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@Silviazea,hace 1 año, ,0,False,,,True,0,¡Fuera esa basura de mazariegos!,0,basura mazariego,32,2,True,NEG,0.03500721976161003,0.8668217658996582,0.09817102551460266,-0.8318145461380482,0.8668217658996582,0
n8iP75gIpmw,Ugx1reCoIQcnK3ii2GR4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@SuperVictor2005,UCTwSut16JyAg3mX6LVUNGqA,"Que gasten todo lo que les pegue la regalada gana, siempre y cuando que lo paguen con su mismo sueldo o dinero como cualquier empleado público, lo que no es admisible es  que estas ratas solo se recetan estos mega gastos por un almuerzo, porque ellos mismos se los permiten.
Ya basta!!! Asi como estos diputados, PNC de la capital, entre otros empleados públicos selectos tengan privilegios de esta naturaleza, mientras que otros tienen que costear transporte, alimentación, internet, entre otras cosas con su propio sueldo o dinero.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@SuperVictor2005,hace 2 años, ,0,False,,,True,0,"Que gasten todo lo que les pegue la regalada gana, siempre y cuando que lo paguen con su mismo sueldo o dinero como cualquier empleado público, lo que no es admisible es  que estas ratas solo se recetan estos mega gastos por un almuerzo, porque ellos mismos se los permiten.
Ya basta!!! Asi como estos diputados, PNC de la capital, entre otros empleados públicos selectos tengan privilegios de esta naturaleza, mientras que otros tienen que costear transporte, alimentación, internet, entre otras cosas con su propio sueldo o dinero.",0,gastar pegar regalada ganar pagar sueldo dinero empleado público admisible rata recetar megar gasto almuerzo permitir bastar diputado pnc capital empleado público selecto privilegio naturaleza costear transporte alimentación internet sueldo dinero,533,31,True,NEG,0.004518184810876846,0.9651616811752319,0.030320215970277786,-0.9606434963643551,0.9651616811752319,0
n8iP75gIpmw,Ugx2ApaAMqe4ca4SCYx4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@guillermogonzalez5153,UCLggDc_a5HriXv7I1h02sOA,"Hablemos de cosas relevantes,,,,y No de lo irrelevantes......jajajajaja",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@guillermogonzalez5153,hace 2 años,3,0,False,,3,False,3,"Hablemos de cosas relevantes,,,,y No de lo irrelevantes......jajajajaja",0,habl relevante irrelevante jajajajajar,71,4,True,NEU,0.1254727840423584,0.14927755296230316,0.725249707698822,-0.023804768919944763,0.725249707698822,3–10
n8iP75gIpmw,Ugx2LwWBVc3mFGJAinB4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@ManuelEdran,UC5H8ASmMC9WrURmzeB4ySog,Ya es calor...jejej,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@ManuelEdran,hace 2 años,2,0,False,,2,False,2,Ya es calor...jejej,0,calor jejej,19,2,True,NEU,0.41930365562438965,0.02524913102388382,0.5554472804069519,0.39405452460050583,0.5554472804069519,1–2
n8iP75gIpmw,Ugx2byJzZBZkDMQMUqV4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@ricardofigueroa5720,UCwO2SXr0ggzwg6QWWrr01nQ,No se le cree nada a ese diputransa,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@ricardofigueroa5720,hace 2 años,11,0,False,,11,False,11,No se le cree nada a ese diputransa,0,creer diputransa,35,2,True,NEG,0.01950671710073948,0.9095709323883057,0.07092232257127762,-0.8900642152875662,0.9095709323883057,11–50
j43HgwYFKfk,Ugx3uDgmZQhx3Z3VOzt4AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@ingenieroar,UC816IGbFCZinfYS1LRDaaHg,mapa de poder USAC,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,@ingenieroar,hace 1 año,1,0,False,,1,False,1,mapa de poder USAC,0,mapa usac,18,2,True,NEU,0.11292628198862076,0.12774057686328888,0.7593331336975098,-0.014814294874668121,0.7593331336975098,1–2
